ABX3,exp_label,is_train,A,B,X,nA,nB,nX,rA (Ang),rB (Ang),rX (Ang),t,tau,t_pred,tau_pred,tau_prob,encoded_label,rA_rX,rB_rX,d_AX,d_BX,chi_A,Z_A,chi_B,Z_B,chi_X,Z_X,delta_chi_AX,delta_chi_BX
RbNbO3,1,1,Rb,Nb,O,1,5,-2,1.72,0.64,1.4,1.08,3.91,-1,1,0.66,1,1.2285714285714286,0.4571428571428572,3.12,2.04,0.82,37.0,1.6,41.0,3.44,8.0,2.62,1.8399999999999999
SrNbO3,1,1,Sr,Nb,O,2,4,-2,1.44,0.68,1.4,0.97,3.7,1,1,0.74,1,1.0285714285714287,0.48571428571428577,2.84,2.08,0.95,38.0,1.6,41.0,3.44,8.0,2.49,1.8399999999999999
NdNiO3,1,1,Nd,Ni,O,3,3,-2,1.27,0.6,1.4,0.94,1.8,1,1,0.97,1,0.9071428571428573,0.4285714285714286,2.67,2.0,1.14,60.0,1.91,28.0,3.44,8.0,2.3,1.53
NdRhO3,1,1,Nd,Rh,O,3,3,-2,1.27,0.66,1.4,0.91,1.96,1,1,0.97,1,0.9071428571428573,0.4714285714285715,2.67,2.06,1.14,60.0,2.28,45.0,3.44,8.0,2.3,1.1600000000000001
NdScO3,1,1,Nd,Sc,O,3,3,-2,1.27,0.74,1.4,0.88,2.47,1,1,0.94,1,0.9071428571428573,0.5285714285714286,2.67,2.1399999999999997,1.14,60.0,1.36,21.0,3.44,8.0,2.3,2.08
NdTiO3,1,1,Nd,Ti,O,3,3,-2,1.27,0.67,1.4,0.91,1.98,1,1,0.97,1,0.9071428571428573,0.47857142857142865,2.67,2.07,1.14,60.0,1.54,22.0,3.44,8.0,2.3,1.9
NdVO3,1,1,Nd,V,O,3,3,-2,1.27,0.64,1.4,0.93,1.87,1,1,0.97,1,0.9071428571428573,0.4571428571428572,2.67,2.04,1.14,60.0,1.63,23.0,3.44,8.0,2.3,1.81
PrNiO3,1,1,Pr,Ni,O,3,3,-2,1.18,0.6,1.4,0.91,2.06,1,1,0.96,1,0.8428571428571429,0.4285714285714286,2.58,2.0,1.13,59.0,1.91,28.0,3.44,8.0,2.31,1.53
NiSeO3,-1,1,Ni,Se,O,2,4,-2,0.69,0.5,1.4,0.78,7.37,-1,-1,0.02,0,0.4928571428571428,0.35714285714285715,2.09,1.9,1.91,28.0,2.55,34.0,3.44,8.0,1.53,0.8900000000000001
NiTiO3,-1,1,Ni,Ti,O,2,4,-2,0.69,0.6,1.4,0.74,15.66,-1,-1,0.0,0,0.4928571428571428,0.4285714285714286,2.09,2.0,1.91,28.0,1.54,22.0,3.44,8.0,1.53,1.9
YNiO3,1,1,Y,Ni,O,3,3,-2,1.08,0.6,1.4,0.88,2.55,1,1,0.94,1,0.7714285714285716,0.4285714285714286,2.48,2.0,1.22,39.0,1.91,28.0,3.44,8.0,2.2199999999999998,1.53
RbPO3,-1,1,Rb,P,O,1,5,-2,1.72,0.38,1.4,1.24,5.68,-1,-1,0.1,0,1.2285714285714286,0.27142857142857146,3.12,1.7799999999999998,0.82,37.0,2.19,15.0,3.44,8.0,2.62,1.25
RbPaO3,1,1,Rb,Pa,O,1,5,-2,1.72,0.78,1.4,1.01,3.58,1,1,0.77,1,1.2285714285714286,0.5571428571428572,3.12,2.1799999999999997,0.82,37.0,1.5,91.0,3.44,8.0,2.62,1.94
PbSO3,-1,1,Pb,S,O,2,4,-2,1.49,0.37,1.4,1.15,5.57,-1,-1,0.12,0,1.0642857142857143,0.2642857142857143,2.8899999999999997,1.77,1.8,82.0,2.58,16.0,3.44,8.0,1.64,0.8599999999999999
PbSeO3,-1,1,Pb,Se,O,2,4,-2,1.49,0.5,1.4,1.08,4.26,-1,-1,0.5,0,1.0642857142857143,0.35714285714285715,2.8899999999999997,1.9,1.8,82.0,2.55,34.0,3.44,8.0,1.64,0.8900000000000001
PbSiO3,-1,1,Pb,Si,O,2,4,-2,1.49,0.4,1.4,1.14,5.17,-1,-1,0.18,0,1.0642857142857143,0.28571428571428575,2.8899999999999997,1.7999999999999998,1.8,82.0,1.9,14.0,3.44,8.0,1.64,1.54
SrPbO3,1,1,Sr,Pb,O,2,4,-2,1.44,0.78,1.4,0.92,3.8,1,1,0.7,1,1.0285714285714287,0.5571428571428572,2.84,2.1799999999999997,0.95,38.0,1.8,82.0,3.44,8.0,2.49,1.64
PbTeO3,-1,1,Pb,Te,O,2,4,-2,1.49,0.97,1.4,0.86,4.6,1,-1,0.34,0,1.0642857142857143,0.6928571428571428,2.8899999999999997,2.37,1.8,82.0,2.1,52.0,3.44,8.0,1.64,1.3399999999999999
PbTiO3,1,1,Pb,Ti,O,2,4,-2,1.49,0.6,1.4,1.02,3.78,1,1,0.71,1,1.0642857142857143,0.4285714285714286,2.8899999999999997,2.0,1.8,82.0,1.54,22.0,3.44,8.0,1.64,1.9
PrRhO3,1,1,Pr,Rh,O,3,3,-2,1.18,0.66,1.4,0.88,2.39,1,1,0.95,1,0.8428571428571429,0.4714285714285715,2.58,2.06,1.13,59.0,2.28,45.0,3.44,8.0,2.31,1.1600000000000001
PrRuO3,1,1,Pr,Ru,O,3,3,-2,1.18,0.68,1.4,0.88,2.51,1,1,0.94,1,0.8428571428571429,0.48571428571428577,2.58,2.08,1.13,59.0,2.2,44.0,3.44,8.0,2.31,1.2399999999999998
PrScO3,1,1,Pr,Sc,O,3,3,-2,1.18,0.74,1.4,0.85,3.22,1,1,0.86,1,0.8428571428571429,0.5285714285714286,2.58,2.1399999999999997,1.13,59.0,1.36,21.0,3.44,8.0,2.31,2.08
PrTiO3,1,1,Pr,Ti,O,3,3,-2,1.18,0.67,1.4,0.88,2.43,1,1,0.95,1,0.8428571428571429,0.47857142857142865,2.58,2.07,1.13,59.0,1.54,22.0,3.44,8.0,2.31,1.9
PrVO3,1,1,Pr,V,O,3,3,-2,1.18,0.64,1.4,0.89,2.23,1,1,0.96,1,0.8428571428571429,0.4571428571428572,2.58,2.04,1.13,59.0,1.63,23.0,3.44,8.0,2.31,1.81
PuVO3,1,1,Pu,V,O,4,2,-2,0.96,0.79,1.4,0.76,10.71,-1,-1,0.0,1,0.6857142857142857,0.5642857142857144,2.36,2.19,1.3,94.0,1.63,23.0,3.44,8.0,2.1399999999999997,1.81
RbTaO3,1,1,Rb,Ta,O,1,5,-2,1.72,0.64,1.4,1.08,3.91,-1,1,0.66,1,1.2285714285714286,0.4571428571428572,3.12,2.04,0.82,37.0,1.5,73.0,3.44,8.0,2.62,1.94
RbVO3,-1,1,Rb,V,O,1,5,-2,1.72,0.54,1.4,1.14,4.34,-1,-1,0.46,0,1.2285714285714286,0.3857142857142858,3.12,1.94,0.82,37.0,1.63,23.0,3.44,8.0,2.62,1.81
SmRhO3,1,1,Sm,Rh,O,3,3,-2,1.24,0.66,1.4,0.9,2.08,1,1,0.96,1,0.8857142857142858,0.4714285714285715,2.6399999999999997,2.06,1.17,62.0,2.28,45.0,3.44,8.0,2.27,1.1600000000000001
SrRuO3,1,1,Sr,Ru,O,2,4,-2,1.44,0.62,1.4,0.99,3.77,1,1,0.71,1,1.0285714285714287,0.4428571428571429,2.84,2.02,0.95,38.0,2.2,44.0,3.44,8.0,2.49,1.2399999999999998
TlSbO3,-1,1,Tl,Sb,O,1,5,-2,1.7,0.6,1.4,1.1,4.05,-1,1,0.59,0,1.2142857142857144,0.4285714285714286,3.0999999999999996,2.0,1.8,81.0,2.05,51.0,3.44,8.0,1.64,1.3900000000000001
SmScO3,1,1,Sm,Sc,O,3,3,-2,1.24,0.74,1.4,0.87,2.68,1,1,0.93,1,0.8857142857142858,0.5285714285714286,2.6399999999999997,2.1399999999999997,1.17,62.0,1.36,21.0,3.44,8.0,2.27,2.08
YScO3,1,1,Y,Sc,O,3,3,-2,1.08,0.74,1.4,0.82,4.68,-1,-1,0.31,1,0.7714285714285716,0.5285714285714286,2.48,2.1399999999999997,1.22,39.0,1.36,21.0,3.44,8.0,2.2199999999999998,2.08
ZnSeO3,-1,1,Zn,Se,O,2,4,-2,0.9,0.5,1.4,0.86,4.92,1,-1,0.24,0,0.6428571428571429,0.35714285714285715,2.3,1.9,1.65,30.0,2.55,34.0,3.44,8.0,1.79,0.8900000000000001
SrSiO3,-1,1,Sr,Si,O,2,4,-2,1.44,0.4,1.4,1.12,5.12,-1,-1,0.19,0,1.0285714285714287,0.28571428571428575,2.84,1.7999999999999998,0.95,38.0,1.9,14.0,3.44,8.0,2.49,1.54
ZnSiO3,-1,1,Zn,Si,O,2,4,-2,0.9,0.4,1.4,0.9,5.05,1,-1,0.21,0,0.6428571428571429,0.28571428571428575,2.3,1.7999999999999998,1.65,30.0,1.9,14.0,3.44,8.0,1.79,1.54
SmVO3,1,1,Sm,V,O,3,3,-2,1.24,0.64,1.4,0.92,1.98,1,1,0.97,1,0.8857142857142858,0.4571428571428572,2.6399999999999997,2.04,1.17,62.0,1.63,23.0,3.44,8.0,2.27,1.81
SmYO3,-1,1,Sm,Y,O,3,3,-2,1.24,0.9,1.4,0.81,5.45,-1,-1,0.13,0,0.8857142857142858,0.6428571428571429,2.6399999999999997,2.3,1.17,62.0,1.22,39.0,3.44,8.0,2.27,2.2199999999999998
SrSnO3,1,1,Sr,Sn,O,2,4,-2,1.44,0.69,1.4,0.96,3.7,1,1,0.74,1,1.0285714285714287,0.4928571428571428,2.84,2.09,0.95,38.0,1.96,50.0,3.44,8.0,2.49,1.48
ZnSnO3,-1,1,Zn,Sn,O,2,4,-2,0.9,0.69,1.4,0.78,7.85,-1,-1,0.01,0,0.6428571428571429,0.4928571428571428,2.3,2.09,1.65,30.0,1.96,50.0,3.44,8.0,1.79,1.48
SrVO3,1,1,Sr,V,O,2,4,-2,1.44,0.58,1.4,1.01,3.87,1,1,0.67,1,1.0285714285714287,0.41428571428571426,2.84,1.98,0.95,38.0,1.63,23.0,3.44,8.0,2.49,1.81
SrZrO3,1,1,Sr,Zr,O,2,4,-2,1.44,0.72,1.4,0.95,3.72,1,1,0.73,1,1.0285714285714287,0.5142857142857143,2.84,2.12,0.95,38.0,1.33,40.0,3.44,8.0,2.49,2.11
TeZnO3,-1,1,Te,Zn,O,4,2,-2,0.97,0.74,1.4,0.78,5.26,-1,-1,0.16,0,0.6928571428571428,0.5285714285714286,2.37,2.1399999999999997,2.1,52.0,1.65,30.0,3.44,8.0,1.3399999999999999,1.79
TmTiO3,1,1,Tm,Ti,O,3,3,-2,1.05,0.67,1.4,0.84,3.53,1,1,0.79,1,0.7500000000000001,0.47857142857142865,2.45,2.07,1.25,69.0,1.54,22.0,3.44,8.0,2.19,1.9
YTiO3,1,1,Y,Ti,O,3,3,-2,1.08,0.67,1.4,0.85,3.27,1,1,0.85,1,0.7714285714285716,0.47857142857142865,2.48,2.07,1.22,39.0,1.54,22.0,3.44,8.0,2.2199999999999998,1.9
ZnTiO3,-1,1,Zn,Ti,O,2,4,-2,0.9,0.6,1.4,0.81,5.81,-1,-1,0.09,0,0.6428571428571429,0.4285714285714286,2.3,2.0,1.65,30.0,1.54,22.0,3.44,8.0,1.79,1.9
TlVO3,-1,1,Tl,V,O,3,3,-2,0.98,0.64,1.4,0.82,3.97,-1,1,0.63,0,0.7000000000000001,0.4571428571428572,2.38,2.04,1.8,81.0,1.63,23.0,3.44,8.0,1.64,1.81
YVO3,1,1,Y,V,O,3,3,-2,1.08,0.64,1.4,0.86,2.9,1,1,0.9,1,0.7714285714285716,0.4571428571428572,2.48,2.04,1.22,39.0,1.63,23.0,3.44,8.0,2.2199999999999998,1.81
AgBiO3,-1,-1,Ag,Bi,O,1,5,-2,1.28,0.76,1.4,0.88,4.07,1,1,0.58,0,0.9142857142857144,0.5428571428571429,2.6799999999999997,2.16,1.93,47.0,1.9,83.0,3.44,8.0,1.51,1.54
DyAlO3,1,-1,Dy,Al,O,3,3,-2,1.08,0.54,1.4,0.91,2.23,1,1,0.96,1,0.7714285714285716,0.3857142857142858,2.48,1.94,1.22,66.0,1.61,13.0,3.44,8.0,2.2199999999999998,1.8299999999999998
GdAlO3,1,-1,Gd,Al,O,3,3,-2,1.11,0.54,1.4,0.92,2.15,1,1,0.96,1,0.7928571428571429,0.3857142857142858,2.51,1.94,1.2,64.0,1.61,13.0,3.44,8.0,2.24,1.8299999999999998
HoAlO3,1,-1,Ho,Al,O,3,3,-2,1.12,0.54,1.4,0.92,2.12,1,1,0.96,1,0.8000000000000002,0.3857142857142858,2.52,1.94,1.23,67.0,1.61,13.0,3.44,8.0,2.21,1.8299999999999998
ScAlO3,1,-1,Sc,Al,O,3,3,-2,0.87,0.54,1.4,0.83,3.65,1,1,0.75,1,0.6214285714285714,0.3857142857142858,2.27,1.94,1.36,21.0,1.61,13.0,3.44,8.0,2.08,1.8299999999999998
DyBO3,-1,-1,Dy,B,O,3,3,-2,1.08,0.27,1.4,1.05,4.85,1,-1,0.26,0,0.7714285714285716,0.1928571428571429,2.48,1.67,1.22,66.0,2.04,5.0,3.44,8.0,2.2199999999999998,1.4
LuBO3,-1,-1,Lu,B,O,3,3,-2,1.03,0.27,1.4,1.03,4.74,1,-1,0.3,0,0.7357142857142858,0.1928571428571429,2.4299999999999997,1.67,1.0,71.0,2.04,5.0,3.44,8.0,2.44,1.4
SmBO3,-1,-1,Sm,B,O,3,3,-2,1.24,0.27,1.4,1.12,5.22,-1,-1,0.17,0,0.8857142857142858,0.1928571428571429,2.6399999999999997,1.67,1.17,62.0,2.04,5.0,3.44,8.0,2.27,1.4
TiBO3,-1,-1,Ti,B,O,3,3,-2,0.67,0.27,1.4,0.88,4.38,1,-1,0.44,0,0.47857142857142865,0.1928571428571429,2.07,1.67,1.54,22.0,2.04,5.0,3.44,8.0,1.9,1.4
BaLiBr3,-1,-1,Ba,Li,Br,2,1,-1,1.61,0.76,1.96,0.93,4.22,1,-1,0.51,0,0.8214285714285715,0.3877551020408163,3.5700000000000003,2.7199999999999998,0.89,56.0,0.98,3.0,2.96,35.0,2.07,1.98
BaNaF3,-1,-1,Ba,Na,F,2,1,-1,1.61,1.02,1.33,0.88,4.22,1,-1,0.51,0,1.2105263157894737,0.7669172932330827,2.9400000000000004,2.35,0.89,56.0,0.93,11.0,3.98,9.0,3.09,3.05
BaNbO3,1,-1,Ba,Nb,O,2,4,-2,1.61,0.68,1.4,1.02,3.55,1,1,0.78,1,1.1500000000000001,0.48571428571428577,3.01,2.08,0.89,56.0,1.6,41.0,3.44,8.0,2.55,1.8399999999999999
BaNiO3,-1,-1,Ba,Ni,O,2,4,-2,1.61,0.48,1.4,1.13,4.46,-1,-1,0.4,0,1.1500000000000001,0.34285714285714286,3.01,1.88,0.89,56.0,1.91,28.0,3.44,8.0,2.55,1.53
BaPuO3,1,-1,Ba,Pu,O,2,4,-2,1.61,0.86,1.4,0.94,3.6,1,1,0.77,1,1.1500000000000001,0.6142857142857143,3.01,2.26,0.89,56.0,1.3,94.0,3.44,8.0,2.55,2.1399999999999997
BaRuO3,-1,-1,Ba,Ru,O,2,4,-2,1.61,0.62,1.4,1.05,3.7,1,1,0.74,0,1.1500000000000001,0.4428571428571429,3.01,2.02,0.89,56.0,2.2,44.0,3.44,8.0,2.55,1.2399999999999998
BaSnO3,1,-1,Ba,Sn,O,2,4,-2,1.61,0.69,1.4,1.02,3.54,1,1,0.79,1,1.1500000000000001,0.4928571428571428,3.01,2.09,0.89,56.0,1.96,50.0,3.44,8.0,2.55,1.48
BaTeO3,-1,-1,Ba,Te,O,2,4,-2,1.61,0.97,1.4,0.9,3.99,1,1,0.62,0,1.1500000000000001,0.6928571428571428,3.01,2.37,0.89,56.0,2.1,52.0,3.44,8.0,2.55,1.3399999999999999
BaZrO3,1,-1,Ba,Zr,O,2,4,-2,1.61,0.72,1.4,1.0,3.5,1,1,0.8,1,1.1500000000000001,0.5142857142857143,3.01,2.12,0.89,56.0,1.33,40.0,3.44,8.0,2.55,2.11
LiBeCl3,-1,-1,Li,Be,Cl,1,2,-1,0.92,0.45,1.81,0.85,5.88,1,-1,0.08,0,0.5082872928176796,0.24861878453038674,2.73,2.2600000000000002,0.98,3.0,1.57,4.0,3.16,17.0,2.18,1.59
BiFeO3,1,-1,Bi,Fe,O,3,3,-2,1.17,0.64,1.4,0.89,2.31,1,1,0.95,1,0.8357142857142857,0.4571428571428572,2.57,2.04,1.9,83.0,1.83,26.0,3.44,8.0,1.54,1.6099999999999999
CsPbBr3,1,-1,Cs,Pb,Br,1,2,-1,1.88,1.19,1.96,0.86,4.1,1,1,0.57,1,0.9591836734693877,0.6071428571428571,3.84,3.15,0.79,55.0,1.8,82.0,2.96,35.0,2.17,1.16
PbLiBr3,-1,-1,Pb,Li,Br,2,1,-1,1.49,0.76,1.96,0.9,4.4,1,-1,0.43,0,0.7602040816326531,0.3877551020408163,3.45,2.7199999999999998,1.8,82.0,0.98,3.0,2.96,35.0,1.16,1.98
CaCO3,-1,-1,Ca,C,O,2,4,-2,1.34,0.16,1.4,1.24,12.63,-1,-1,0.0,0,0.9571428571428573,0.1142857142857143,2.74,1.5599999999999998,1.0,20.0,2.55,6.0,3.44,8.0,2.44,0.8900000000000001
CuCO3,-1,-1,Cu,C,O,2,4,-2,0.73,0.16,1.4,0.97,10.76,1,-1,0.0,0,0.5214285714285715,0.1142857142857143,2.13,1.5599999999999998,1.9,29.0,2.55,6.0,3.44,8.0,1.54,0.8900000000000001
MnCO3,-1,-1,Mn,C,O,2,4,-2,0.96,0.16,1.4,1.07,11.45,-1,-1,0.0,0,0.6857142857142857,0.1142857142857143,2.36,1.5599999999999998,1.55,25.0,2.55,6.0,3.44,8.0,1.89,0.8900000000000001
CaLiCl3,-1,-1,Ca,Li,Cl,2,1,-1,1.34,0.76,1.81,0.87,4.6,1,-1,0.35,0,0.7403314917127072,0.4198895027624309,3.1500000000000004,2.5700000000000003,1.0,20.0,0.98,3.0,3.16,17.0,2.16,2.18
CaCrO3,1,-1,Ca,Cr,O,2,4,-2,1.34,0.55,1.4,0.99,4.02,1,1,0.61,1,0.9571428571428573,0.3928571428571429,2.74,1.95,1.0,20.0,1.66,24.0,3.44,8.0,2.44,1.78
RbCaF3,1,-1,Rb,Ca,F,1,2,-1,1.72,1.0,1.33,0.93,3.5,1,1,0.8,1,1.2932330827067668,0.7518796992481203,3.05,2.33,0.82,37.0,1.0,20.0,3.98,9.0,3.16,2.98
CaGeO3,1,-1,Ca,Ge,O,2,4,-2,1.34,0.53,1.4,1.0,4.09,1,1,0.57,1,0.9571428571428573,0.3785714285714286,2.74,1.93,1.0,20.0,2.01,32.0,3.44,8.0,2.44,1.4300000000000002
CaMnO3,1,-1,Ca,Mn,O,2,4,-2,1.34,0.53,1.4,1.0,4.09,1,1,0.57,1,0.9571428571428573,0.3785714285714286,2.74,1.93,1.0,20.0,1.55,25.0,3.44,8.0,2.44,1.89
CaMoO3,1,-1,Ca,Mo,O,2,4,-2,1.34,0.65,1.4,0.95,3.85,1,1,0.68,1,0.9571428571428573,0.46428571428571436,2.74,2.05,1.0,20.0,2.16,42.0,3.44,8.0,2.44,1.2799999999999998
CsCdCl3,1,-1,Cs,Cd,Cl,1,2,-1,1.88,0.95,1.81,0.95,3.8,1,1,0.7,1,1.0386740331491713,0.5248618784530387,3.69,2.76,0.79,55.0,1.69,48.0,3.16,17.0,2.37,1.4700000000000002
CdCuI3,-1,-1,Cd,Cu,I,2,1,-1,1.31,0.77,2.2,0.84,5.26,1,-1,0.16,0,0.5954545454545455,0.35,3.5100000000000002,2.97,1.69,48.0,1.9,29.0,2.66,53.0,0.9700000000000002,0.7600000000000002
CdSnO3,1,-1,Cd,Sn,O,2,4,-2,1.31,0.69,1.4,0.92,3.95,1,1,0.64,1,0.9357142857142858,0.4928571428571428,2.71,2.09,1.69,48.0,1.96,50.0,3.44,8.0,1.75,1.48
CdTiO3,1,-1,Cd,Ti,O,2,4,-2,1.31,0.6,1.4,0.96,3.92,1,1,0.65,1,0.9357142857142858,0.4285714285714286,2.71,2.0,1.69,48.0,1.54,22.0,3.44,8.0,1.75,1.9
CeGaO3,1,-1,Ce,Ga,O,3,3,-2,1.34,0.62,1.4,0.96,1.67,1,1,0.98,1,0.9571428571428573,0.4428571428571429,2.74,2.02,1.12,58.0,1.81,31.0,3.44,8.0,2.32,1.63
CeTiO3,1,-1,Ce,Ti,O,4,2,-2,1.14,0.86,1.4,0.79,4.44,-1,-1,0.41,1,0.8142857142857143,0.6142857142857143,2.54,2.26,1.12,58.0,1.54,22.0,3.44,8.0,2.32,1.9
CeTmO3,1,-1,Ce,Tm,O,3,3,-2,1.34,0.88,1.4,0.85,3.45,1,1,0.81,1,0.9571428571428573,0.6285714285714287,2.74,2.28,1.12,58.0,1.25,69.0,3.44,8.0,2.32,2.19
NaClO3,-1,-1,Na,Cl,O,1,5,-2,1.39,0.12,1.4,1.3,15.4,-1,-1,0.0,0,0.9928571428571429,0.08571428571428572,2.79,1.52,0.93,11.0,3.16,17.0,3.44,8.0,2.51,0.2799999999999998
CsCoCl3,-1,-1,Cs,Co,Cl,1,2,-1,1.88,0.74,1.81,1.02,4.16,1,1,0.54,0,1.0386740331491713,0.4088397790055249,3.69,2.55,0.79,55.0,1.88,27.0,3.16,17.0,2.37,1.2800000000000002
CsMgCl3,-1,-1,Cs,Mg,Cl,1,2,-1,1.88,0.72,1.81,1.03,4.23,1,-1,0.51,0,1.0386740331491713,0.39779005524861877,3.69,2.5300000000000002,0.79,55.0,1.31,12.0,3.16,17.0,2.37,1.85
CsPbCl3,1,-1,Cs,Pb,Cl,1,2,-1,1.88,1.19,1.81,0.87,3.98,1,1,0.63,1,1.0386740331491713,0.6574585635359116,3.69,3.0,0.79,55.0,1.8,82.0,3.16,17.0,2.37,1.36
CsZnCl3,-1,-1,Cs,Zn,Cl,1,2,-1,1.88,0.74,1.81,1.02,4.17,1,1,0.54,0,1.0386740331491713,0.4088397790055249,3.69,2.55,0.79,55.0,1.65,30.0,3.16,17.0,2.37,1.5100000000000002
CuZnCl3,-1,-1,Cu,Zn,Cl,1,2,-1,0.77,0.74,1.81,0.72,27.63,-1,-1,0.0,0,0.425414364640884,0.4088397790055249,2.58,2.55,1.9,29.0,1.65,30.0,3.16,17.0,1.2600000000000002,1.5100000000000002
KMgCl3,-1,-1,K,Mg,Cl,1,2,-1,1.64,0.72,1.81,0.96,4.28,1,-1,0.48,0,0.9060773480662982,0.39779005524861877,3.45,2.5300000000000002,0.82,19.0,1.31,12.0,3.16,17.0,2.3400000000000003,1.85
KSrCl3,-1,-1,K,Sr,Cl,1,2,-1,1.64,1.18,1.81,0.82,4.76,-1,-1,0.29,0,0.9060773480662982,0.6519337016574586,3.45,2.99,0.82,19.0,0.95,38.0,3.16,17.0,2.3400000000000003,2.21
RbMgCl3,-1,-1,Rb,Mg,Cl,1,2,-1,1.72,0.72,1.81,0.99,4.26,1,-1,0.5,0,0.9502762430939226,0.39779005524861877,3.5300000000000002,2.5300000000000002,0.82,37.0,1.31,12.0,3.16,17.0,2.3400000000000003,1.85
TlMgCl3,-1,-1,Tl,Mg,Cl,1,2,-1,1.7,0.72,1.81,0.98,4.26,1,-1,0.49,0,0.9392265193370165,0.39779005524861877,3.51,2.5300000000000002,1.8,81.0,1.31,12.0,3.16,17.0,1.36,1.85
TlMnCl3,1,-1,Tl,Mn,Cl,1,2,-1,1.7,0.83,1.81,0.94,4.04,1,1,0.6,1,0.9392265193370165,0.45856353591160215,3.51,2.64,1.8,81.0,1.55,25.0,3.16,17.0,1.36,1.61
PbNaCl3,-1,-1,Pb,Na,Cl,2,1,-1,1.49,1.02,1.81,0.82,5.48,-1,-1,0.13,0,0.8232044198895028,0.56353591160221,3.3,2.83,1.8,82.0,0.93,11.0,3.16,17.0,1.36,2.23
SrNaCl3,-1,-1,Sr,Na,Cl,2,1,-1,1.44,1.02,1.81,0.81,5.96,-1,-1,0.08,0,0.7955801104972375,0.56353591160221,3.25,2.83,0.95,38.0,0.93,11.0,3.16,17.0,2.21,2.23
RbZnCl3,-1,-1,Rb,Zn,Cl,1,2,-1,1.72,0.74,1.81,0.98,4.2,1,-1,0.52,0,0.9502762430939226,0.4088397790055249,3.5300000000000002,2.55,0.82,37.0,1.65,30.0,3.16,17.0,2.3400000000000003,1.5100000000000002
NaCoF3,1,-1,Na,Co,F,1,2,-1,1.39,0.74,1.33,0.93,3.78,1,1,0.71,1,1.045112781954887,0.556390977443609,2.7199999999999998,2.0700000000000003,0.93,11.0,1.88,27.0,3.98,9.0,3.05,2.1
GeCoO3,-1,-1,Ge,Co,O,2,4,-2,0.73,0.53,1.4,0.78,7.25,-1,-1,0.02,0,0.5214285714285715,0.3785714285714286,2.13,1.93,2.01,32.0,1.88,27.0,3.44,8.0,1.4300000000000002,1.56
SmCoO3,1,-1,Sm,Co,O,3,3,-2,1.24,0.61,1.4,0.93,1.89,1,1,0.97,1,0.8857142857142858,0.4357142857142857,2.6399999999999997,2.01,1.17,62.0,1.88,27.0,3.44,8.0,2.27,1.56
TlCrF3,1,-1,Tl,Cr,F,1,2,-1,1.7,0.8,1.33,1.01,3.48,1,1,0.8,1,1.2781954887218043,0.6015037593984962,3.0300000000000002,2.13,1.8,81.0,1.66,24.0,3.98,9.0,2.1799999999999997,2.3200000000000003
HoCrO3,1,-1,Ho,Cr,O,3,3,-2,1.12,0.62,1.4,0.88,2.39,1,1,0.95,1,0.8000000000000002,0.4428571428571429,2.52,2.02,1.23,67.0,1.66,24.0,3.44,8.0,2.21,1.78
SmCrO3,1,-1,Sm,Cr,O,3,3,-2,1.24,0.62,1.4,0.93,1.9,1,1,0.97,1,0.8857142857142858,0.4428571428571429,2.6399999999999997,2.02,1.17,62.0,1.66,24.0,3.44,8.0,2.27,1.78
CsHgF3,1,-1,Cs,Hg,F,1,2,-1,1.88,1.02,1.33,0.97,3.32,1,1,0.84,1,1.413533834586466,0.7669172932330827,3.21,2.35,0.79,55.0,1.9,80.0,3.98,9.0,3.19,2.08
CsPbF3,1,-1,Cs,Pb,F,1,2,-1,1.88,1.19,1.33,0.9,3.57,1,1,0.78,1,1.413533834586466,0.894736842105263,3.21,2.52,0.79,55.0,1.8,82.0,3.98,9.0,3.19,2.1799999999999997
CsSrF3,1,-1,Cs,Sr,F,1,2,-1,1.88,1.18,1.33,0.9,3.55,1,1,0.79,1,1.413533834586466,0.8872180451127819,3.21,2.51,0.79,55.0,0.95,38.0,3.98,9.0,3.19,3.0300000000000002
CsIO3,1,-1,Cs,I,O,1,5,-2,1.88,0.95,1.4,0.99,3.37,1,1,0.83,1,1.342857142857143,0.6785714285714286,3.28,2.3499999999999996,0.79,55.0,2.66,53.0,3.44,8.0,2.65,0.7799999999999998
NaCuF3,1,-1,Na,Cu,F,1,2,-1,1.39,0.73,1.33,0.93,3.78,1,1,0.71,1,1.045112781954887,0.5488721804511277,2.7199999999999998,2.06,0.93,11.0,1.9,29.0,3.98,9.0,3.05,2.08
CuSeO3,-1,-1,Cu,Se,O,2,4,-2,0.73,0.5,1.4,0.79,6.52,-1,-1,0.04,0,0.5214285714285715,0.35714285714285715,2.13,1.9,1.9,29.0,2.55,34.0,3.44,8.0,1.54,0.8900000000000001
CuSiO3,-1,-1,Cu,Si,O,2,4,-2,0.73,0.4,1.4,0.84,5.57,1,-1,0.12,0,0.5214285714285715,0.28571428571428575,2.13,1.7999999999999998,1.9,29.0,1.9,14.0,3.44,8.0,1.54,1.54
TeCuO3,-1,-1,Te,Cu,O,4,2,-2,0.97,0.73,1.4,0.79,4.62,-1,-1,0.34,0,0.6928571428571428,0.5214285714285715,2.37,2.13,2.1,52.0,1.9,29.0,3.44,8.0,1.3399999999999999,1.54
