ABX3,exp_label,is_train,A,B,X,nA,nB,nX,rA (Ang),rB (Ang),rX (Ang),t,tau,t_pred,tau_pred,tau_prob,encoded_label,rA_rX,rB_rX,d_AX,d_BX,chi_A,Z_A,chi_B,Z_B,chi_X,Z_X,delta_chi_AX,delta_chi_BX
DyScO3,1,-1,Dy,Sc,O,3,3,-2,1.08,0.74,1.4,0.82,4.54,-1,-1,0.37,1,0.7714285714285716,0.5285714285714286,2.48,2.1399999999999997,1.22,66.0,1.36,21.0,3.44,8.0,2.2199999999999998,2.08
LaErO3,1,-1,La,Er,O,3,3,-2,1.36,0.89,1.4,0.85,3.38,1,1,0.83,1,0.9714285714285715,0.6357142857142858,2.76,2.29,1.1,57.0,1.24,68.0,3.44,8.0,2.34,2.2
ErRhO3,1,-1,Er,Rh,O,3,3,-2,1.06,0.66,1.4,0.84,3.34,1,1,0.84,1,0.7571428571428572,0.4714285714285715,2.46,2.06,1.24,68.0,2.28,45.0,3.44,8.0,2.2,1.1600000000000001
RbFeF3,1,-1,Rb,Fe,F,1,2,-1,1.72,0.78,1.33,1.02,3.49,1,1,0.8,1,1.2932330827067668,0.5864661654135338,3.05,2.1100000000000003,0.82,37.0,1.83,26.0,3.98,9.0,3.16,2.15
RbHgF3,1,-1,Rb,Hg,F,1,2,-1,1.72,1.02,1.33,0.92,3.53,1,1,0.79,1,1.2932330827067668,0.7669172932330827,3.05,2.35,0.82,37.0,1.9,80.0,3.98,9.0,3.16,2.08
NaVF3,1,-1,Na,V,F,1,2,-1,1.39,0.79,1.33,0.91,3.8,1,1,0.7,1,1.045112781954887,0.5939849624060151,2.7199999999999998,2.12,0.93,11.0,1.63,23.0,3.98,9.0,3.05,2.35
LuFeO3,1,-1,Lu,Fe,O,3,3,-2,1.03,0.64,1.4,0.84,3.38,1,1,0.83,1,0.7357142857142858,0.4571428571428572,2.4299999999999997,2.04,1.0,71.0,1.83,26.0,3.44,8.0,2.44,1.6099999999999999
NdFeO3,1,-1,Nd,Fe,O,3,3,-2,1.27,0.64,1.4,0.92,1.89,1,1,0.97,1,0.9071428571428573,0.4571428571428572,2.67,2.04,1.14,60.0,1.83,26.0,3.44,8.0,2.3,1.6099999999999999
GdRhO3,1,-1,Gd,Rh,O,3,3,-2,1.11,0.66,1.4,0.86,2.9,1,1,0.9,1,0.7928571428571429,0.4714285714285715,2.51,2.06,1.2,64.0,2.28,45.0,3.44,8.0,2.24,1.1600000000000001
ZnGeO3,-1,-1,Zn,Ge,O,2,4,-2,0.9,0.53,1.4,0.84,5.06,1,-1,0.21,0,0.6428571428571429,0.3785714285714286,2.3,1.93,1.65,30.0,2.01,32.0,3.44,8.0,1.79,1.4300000000000002
KHgI3,-1,-1,K,Hg,I,1,2,-1,1.64,1.02,2.2,0.84,4.54,1,-1,0.37,0,0.7454545454545454,0.4636363636363636,3.84,3.22,0.82,19.0,1.9,80.0,2.66,53.0,1.8400000000000003,0.7600000000000002
HgTeO3,-1,-1,Hg,Te,O,2,4,-2,1.14,0.97,1.4,0.76,12.0,-1,-1,0.0,0,0.8142857142857143,0.6928571428571428,2.54,2.37,1.9,80.0,2.1,52.0,3.44,8.0,1.54,1.3399999999999999
LaHoO3,1,-1,La,Ho,O,3,3,-2,1.36,0.9,1.4,0.85,3.55,1,1,0.78,1,0.9714285714285715,0.6428571428571429,2.76,2.3,1.1,57.0,1.23,67.0,3.44,8.0,2.34,2.21
HoMnO3,1,-1,Ho,Mn,O,3,3,-2,1.12,0.64,1.4,0.87,2.61,1,1,0.93,1,0.8000000000000002,0.4571428571428572,2.52,2.04,1.23,67.0,1.55,25.0,3.44,8.0,2.21,1.89
HoRhO3,1,-1,Ho,Rh,O,3,3,-2,1.12,0.66,1.4,0.86,2.8,1,1,0.92,1,0.8000000000000002,0.4714285714285715,2.52,2.06,1.23,67.0,2.28,45.0,3.44,8.0,2.21,1.1600000000000001
KIO3,1,-1,K,I,O,1,5,-2,1.64,0.95,1.4,0.91,3.64,1,1,0.76,1,1.1714285714285715,0.6785714285714286,3.04,2.3499999999999996,0.82,19.0,2.66,53.0,3.44,8.0,2.62,0.7799999999999998
RbIO3,1,-1,Rb,I,O,1,5,-2,1.72,0.95,1.4,0.94,3.52,1,1,0.79,1,1.2285714285714286,0.6785714285714286,3.12,2.3499999999999996,0.82,37.0,2.66,53.0,3.44,8.0,2.62,0.7799999999999998
MnLiI3,-1,-1,Mn,Li,I,2,1,-1,0.96,0.76,2.2,0.75,9.71,-1,-1,0.0,0,0.4363636363636363,0.3454545454545454,3.16,2.96,1.55,25.0,0.98,3.0,2.66,53.0,1.11,1.6800000000000002
RbPbI3,-1,-1,Rb,Pb,I,1,2,-1,1.72,1.19,2.2,0.82,4.77,-1,-1,0.28,0,0.7818181818181817,0.5409090909090909,3.92,3.39,0.82,37.0,1.8,82.0,2.66,53.0,1.8400000000000003,0.8600000000000001
YInO3,-1,-1,Y,In,O,3,3,-2,1.08,0.8,1.4,0.8,6.39,-1,-1,0.05,0,0.7714285714285716,0.5714285714285715,2.48,2.2,1.22,39.0,1.78,49.0,3.44,8.0,2.2199999999999998,1.66
KPaO3,1,-1,K,Pa,O,1,5,-2,1.64,0.78,1.4,0.99,3.62,1,1,0.76,1,1.1714285714285715,0.5571428571428572,3.04,2.1799999999999997,0.82,19.0,1.5,91.0,3.44,8.0,2.62,1.94
LaRhO3,1,-1,La,Rh,O,3,3,-2,1.36,0.66,1.4,0.95,1.68,1,1,0.98,1,0.9714285714285715,0.4714285714285715,2.76,2.06,1.1,57.0,2.28,45.0,3.44,8.0,2.34,1.1600000000000001
LaRuO3,1,-1,La,Ru,O,3,3,-2,1.36,0.68,1.4,0.94,1.71,1,1,0.98,1,0.9714285714285715,0.48571428571428577,2.76,2.08,1.1,57.0,2.2,44.0,3.44,8.0,2.34,1.2399999999999998
MgTiO3,-1,-1,Mg,Ti,O,2,4,-2,0.89,0.6,1.4,0.81,5.94,-1,-1,0.08,0,0.6357142857142858,0.4285714285714286,2.29,2.0,1.31,12.0,1.54,22.0,3.44,8.0,2.13,1.9
MnSeO3,-1,-1,Mn,Se,O,2,4,-2,0.96,0.5,1.4,0.88,4.69,1,-1,0.31,0,0.6857142857142857,0.35714285714285715,2.36,1.9,1.55,25.0,2.55,34.0,3.44,8.0,1.89,0.8900000000000001
YMnO3,1,-1,Y,Mn,O,3,3,-2,1.08,0.64,1.4,0.86,2.96,1,1,0.9,1,0.7714285714285716,0.4571428571428572,2.48,2.04,1.22,39.0,1.55,25.0,3.44,8.0,2.2199999999999998,1.89
RbNO3,-1,-1,Rb,N,O,1,5,-2,1.72,0.13,1.4,1.44,14.89,-1,-1,0.0,0,1.2285714285714286,0.09285714285714286,3.12,1.5299999999999998,0.82,37.0,3.04,7.0,3.44,8.0,2.62,0.3999999999999999
NaNbO3,1,-1,Na,Nb,O,1,5,-2,1.39,0.64,1.4,0.97,3.99,1,1,0.62,1,0.9928571428571429,0.4571428571428572,2.79,2.04,0.93,11.0,1.6,41.0,3.44,8.0,2.51,1.8399999999999999
NaPaO3,1,-1,Na,Pa,O,1,5,-2,1.39,0.78,1.4,0.9,3.88,1,1,0.67,1,0.9928571428571429,0.5571428571428572,2.79,2.1799999999999997,0.93,11.0,1.5,91.0,3.44,8.0,2.51,1.94
NaSbO3,1,-1,Na,Sb,O,1,5,-2,1.39,0.6,1.4,0.99,4.09,1,1,0.58,1,0.9928571428571429,0.4285714285714286,2.79,2.0,0.93,11.0,2.05,51.0,3.44,8.0,2.51,1.3900000000000001
NaTaO3,1,-1,Na,Ta,O,1,5,-2,1.39,0.64,1.4,0.97,3.99,1,1,0.62,1,0.9928571428571429,0.4571428571428572,2.79,2.04,0.93,11.0,1.5,73.0,3.44,8.0,2.51,1.94
NaWO3,1,-1,Na,W,O,1,5,-2,1.39,0.62,1.4,0.98,4.04,1,1,0.6,1,0.9928571428571429,0.4428571428571429,2.79,2.02,0.93,11.0,1.7,74.0,3.44,8.0,2.51,1.74
SmNiO3,1,-1,Sm,Ni,O,3,3,-2,1.24,0.6,1.4,0.93,1.87,1,1,0.97,1,0.8857142857142858,0.4285714285714286,2.6399999999999997,2.0,1.17,62.0,1.91,28.0,3.44,8.0,2.27,1.53
TlNiO3,1,-1,Tl,Ni,O,3,3,-2,0.98,0.6,1.4,0.84,3.32,1,1,0.84,1,0.7000000000000001,0.4285714285714286,2.38,2.0,1.8,81.0,1.91,28.0,3.44,8.0,1.64,1.53
TmNiO3,1,-1,Tm,Ni,O,3,3,-2,1.05,0.6,1.4,0.87,2.7,1,1,0.92,1,0.7500000000000001,0.4285714285714286,2.45,2.0,1.25,69.0,1.91,28.0,3.44,8.0,2.19,1.53
PbZrO3,1,-1,Pb,Zr,O,2,4,-2,1.49,0.72,1.4,0.96,3.64,1,1,0.76,1,1.0642857142857143,0.5142857142857143,2.8899999999999997,2.12,1.8,82.0,1.33,40.0,3.44,8.0,1.64,2.11
SrPuO3,1,-1,Sr,Pu,O,2,4,-2,1.44,0.86,1.4,0.89,4.12,1,1,0.56,1,1.0285714285714287,0.6142857142857143,2.84,2.26,0.95,38.0,1.3,94.0,3.44,8.0,2.49,2.1399999999999997
RbUO3,1,-1,Rb,U,O,1,5,-2,1.72,0.76,1.4,1.02,3.61,1,1,0.77,1,1.2285714285714286,0.5428571428571429,3.12,2.16,0.82,37.0,1.7,92.0,3.44,8.0,2.62,1.74
SmTiO3,1,-1,Sm,Ti,O,3,3,-2,1.24,0.67,1.4,0.9,2.11,1,1,0.96,1,0.8857142857142858,0.47857142857142865,2.6399999999999997,2.07,1.17,62.0,1.54,22.0,3.44,8.0,2.27,1.9
SrTeO3,-1,-1,Sr,Te,O,2,4,-2,1.44,0.97,1.4,0.85,4.96,1,-1,0.23,0,1.0285714285714287,0.6928571428571428,2.84,2.37,0.95,38.0,2.1,52.0,3.44,8.0,2.49,1.3399999999999999
SrTiO3,1,-1,Sr,Ti,O,2,4,-2,1.44,0.6,1.4,1.0,3.8,1,1,0.7,1,1.0285714285714287,0.4285714285714286,2.84,2.0,0.95,38.0,1.54,22.0,3.44,8.0,2.49,1.9
YTmO3,-1,-1,Y,Tm,O,3,3,-2,1.08,0.88,1.4,0.77,10.9,-1,-1,0.0,0,0.7714285714285716,0.6285714285714287,2.48,2.28,1.22,39.0,1.25,69.0,3.44,8.0,2.2199999999999998,2.19
